"Month","DayofMonth","DayOfWeek","DepTime","UniqueCarrier","Origin","Dest","Distance","dep_delayed_15min"
"2","26","6",1935,"WN","ABQ","TUS",321,"N"
"3","9","3",1616,"US","JAX","CLT",329,"N"
"5","21","6",1220,"NW","DTW","SDF",306,"N"
"7","10","1",1859,"UA","ONT","SFO",363,"N"
"3","26","7",1634,"NW","BTR","MEM",319,"N"
"6","10","6",1728,"AA","SJU","FLL",1046,"N"
"9","27","3",1239,"US","MIA","CLT",650,"N"
"12","13","3",1049,"CO","IAH","BOS",1597,"N"
"2","19","7",1228,"NW","PHL","DTW",453,"N"
"2","17","4",1302,"NW","PHX","MSP",1276,"N"
"4","12","2",1714,"CO","DFW","EWR",1372,"N"
"9","30","5",1420,"NW","DTW","IAD",383,"Y"
"9","18","7",1011,"UA","SAN","SFO",447,"N"
"12","14","3",1139,"HP","LAS","LAX",236,"N"
"9","19","2",854,"NW","DTW","BNA",457,"N"
"6","20","2",1004,"YV","PHX","TUS",110,"N"
"5","27","6",705,"AS","SEA","RNO",564,"N"
"4","15","5",1755,"EV","GPT","ATL",352,"N"
"7","31","1",2043,"B6","FLL","BOS",1237,"Y"
"3","2","4",614,"YV","PIT","IAD",183,"N"
"9","12","2",2058,"XE","IAH","COS",809,"N"
"6","9","4",905,"WN","OAK","ONT",361,"N"
"4","17","1",603,"MQ","CMI","ORD",135,"N"
"1","25","3",940,"US","PHL","RSW",992,"N"
"9","28","4",848,"AA","DFW","MSY",448,"N"
"2","27","7",1448,"OO","LAS","PSP",173,"N"
"5","12","4",1555,"UA","SFO","DEN",967,"N"
"5","16","1",902,"XE","IAH","TUL",429,"N"
"3","9","4",1337,"DL","PDX","SLC",630,"Y"
"6","8","3",1444,"OO","GTF","SLC",463,"N"
"9","6","2",1712,"NW","DTW","SAN",1957,"Y"
"4","3","1",1454,"AS","SEA","DEN",1024,"Y"
"3","2","4",1525,"WN","BWI","BHM",682,"N"
"10","17","2",1112,"WN","OAK","BOI",511,"N"
"10","9","1",1550,"AA","DFW","SAT",247,"N"
"5","29","7",1707,"DL","ATL","LIT",453,"N"
"5","10","3",630,"OH","AUS","CVG",958,"N"
"5","27","5",1116,"XE","CLE","PVD",540,"N"
"7","18","1",2055,"OH","CVG","ERI",316,"N"
"12","9","5",1554,"XE","IAH","PNS",489,"N"
"9","15","4",1353,"HP","LAS","SFO",414,"N"
"9","25","7",1645,"EV","ATL","HOU",696,"N"
"5","11","3",1618,"WN","LAS","RNO",345,"N"
"1","3","2",1640,"UA","IAD","DEN",1452,"N"
"12","5","1",915,"WN","SLC","LAS",368,"N"
"7","14","4",1836,"FL","ATL","DFW",732,"Y"
"8","26","5",910,"OH","CVG","JAN",555,"N"
"8","3","3",2018,"OO","BTM","SLC",357,"N"
"7","28","5",1322,"CO","IAH","LAX",1379,"N"
"8","29","1",850,"WN","STL","BWI",737,"N"
"8","20","6",1403,"OO","LAS","FAT",258,"N"
"11","13","7",2041,"XE","CLE","MSP",622,"N"
"7","28","5",1641,"UA","PHL","DEN",1557,"Y"
"1","26","4",702,"OO","FSD","DEN",483,"N"
"7","13","4",914,"US","LAS","LAX",236,"N"
"6","12","1",1521,"CO","EWR","MSP",1008,"N"
"8","1","1",1025,"AS","ONT","SEA",956,"N"
"3","2","4",1926,"WN","SEA","SMF",605,"N"
"11","14","2",624,"XE","CLE","PHL",363,"N"
"5","18","4",705,"WN","PHL","FLL",992,"N"
"1","3","2",1322,"OO","LAX","SGU",348,"N"
"5","15","7",830,"WN","HOU","SAT",192,"N"
"7","11","1",700,"WN","MDW","MCO",989,"N"
"12","12","1",746,"OO","SFO","SMF",86,"N"
"1","9","1",1730,"OH","BGR","BOS",201,"N"
"2","27","1",900,"EV","ATL","MDW",590,"N"
"4","4","1",820,"DH","ALB","IAD",325,"N"
"3","8","2",1733,"AA","DEN","ORD",888,"N"
"6","20","2",1832,"CO","IAH","SAN",1303,"Y"
"6","19","7",2006,"XE","IAH","SDF",788,"Y"
"5","18","3",2251,"UA","LAX","MCO",2217,"N"
"8","16","2",1404,"OO","SLC","RAP",508,"N"
"10","23","1",1829,"MQ","TOL","ORD",214,"N"
"1","29","7",1632,"OH","CVG","CMI",205,"N"
"1","28","5",1022,"TZ","PIE","IND",840,"N"
"1","7","5",725,"OH","GSO","LGA",461,"N"
"4","4","1",1930,"NW","MEM","LIT",129,"N"
"10","31","2",1600,"AA","DFW","PHX",868,"N"
"9","18","7",1120,"NW","DEN","MSP",680,"N"
"4","18","2",600,"WN","LAX","OAK",337,"N"
"6","23","4",2224,"AA","DFW","LAS",1055,"N"
"6","11","7",2144,"F9","DEN","AUS",775,"Y"
"10","15","7",1529,"AS","PDX","OAK",543,"N"
"5","11","4",656,"F9","DEN","MCI",533,"N"
"12","6","2",1431,"XE","IAH","MAF",429,"N"
"3","26","7",855,"WN","STL","PHX",1262,"N"
"4","12","3",1356,"UA","LGA","ORD",733,"N"
"1","7","5",1640,"WN","SDF","BWI",495,"N"
"7","27","4",1510,"OO","BIL","SLC",387,"Y"
"1","9","1",1449,"UA","LAS","ORD",1515,"N"
"2","16","4",557,"F9","BNA","DEN",1013,"N"
"12","24","6",1058,"DL","MIA","ATL",595,"N"
"8","15","2",1930,"DL","ATL","DTW",594,"N"
"1","4","2",1829,"AS","PDX","LAS",762,"Y"
"5","31","3",700,"WN","DAL","HOU",239,"N"
"7","13","4",1109,"CO","AUS","IAH",140,"N"
"7","31","1",1620,"OH","JFK","CLE",425,"N"
"2","2","3",1617,"AA","SJU","JFK",1597,"N"
"2","15","2",1748,"NW","LGA","MSP",1020,"N"
"9","19","1",1844,"MQ","CLL","DFW",164,"N"
"4","18","1",1430,"WN","BNA","BWI",588,"N"
"2","20","7",1019,"OO","MRY","LAX",267,"N"
"1","17","1",2150,"OH","CVG","OKC",756,"N"
"8","25","4",2149,"NW","ANC","MSP",2518,"N"
"10","4","2",1046,"EV","ATL","CRW",363,"N"
"9","24","7",1611,"OO","DEN","FAR",627,"Y"
"11","28","2",936,"XE","IAH","BTR",253,"N"
"12","23","5",806,"HA","HNL","LAX",2556,"N"
"4","17","7",1245,"DL","ATL","MCO",403,"N"
"9","11","7",751,"AS","SFO","LAX",337,"N"
"4","7","5",1540,"WN","MCI","OAK",1489,"N"
"10","9","1",1224,"NW","DTW","IAH",1076,"N"
"5","5","5",1822,"YV","PHX","COS",551,"N"
"11","13","1",1017,"WN","MDW","BDL",777,"N"
"3","21","2",724,"XE","IAH","PHX",1009,"N"
"9","25","7",1249,"DH","EWR","IAD",213,"N"
"10","30","7",910,"WN","OAK","ONT",361,"N"
"6","19","7",632,"DL","FLL","JFK",1069,"N"
"7","29","5",1925,"OO","SLC","SGU",269,"Y"
"5","25","4",1121,"MQ","SJT","DFW",228,"N"
"7","21","4",932,"NW","DCA","DTW",405,"N"
"5","27","6",1628,"US","CLT","DCA",331,"Y"
"1","26","4",2100,"WN","SJC","SNA",342,"N"
"10","6","5",1930,"XE","IAH","ORF",1201,"N"
"10","21","6",1622,"NW","BWI","DTW",408,"N"
"4","17","7",2102,"OH","CVG","MEM",403,"N"
"6","9","4",1800,"WN","SAN","PHX",304,"N"
"12","25","7",1731,"CO","EWR","SEA",2401,"N"
"11","13","7",1246,"AA","DCA","MIA",920,"N"
"5","3","3",737,"XE","IAH","TUL",429,"N"
"1","22","7",759,"DL","BOS","RSW",1249,"N"
"5","6","5",1215,"DH","SFO","IAD",2419,"N"
"7","28","5",930,"CO","IAH","HNL",3904,"N"
"3","30","3",1827,"XE","MCI","CLE",694,"N"
"10","14","5",1729,"NW","MCO","DTW",957,"N"
"1","1","6",1211,"NW","DTW","HNL",4475,"N"
"6","5","1",931,"AA","TUS","DFW",813,"N"
"12","15","4",2315,"EV","ATL","ROA",357,"Y"
"2","11","5",1925,"MQ","ORD","SDF",286,"N"
"12","1","4",1001,"HP","PHX","TPA",1788,"N"
"7","21","5",1419,"UA","DEN","LAS",629,"N"
"8","9","2",722,"NW","ATL","DTW",594,"Y"
"1","11","3",707,"DL","LIT","ATL",453,"Y"
"12","21","3",928,"NW","DTW","PDX",1953,"N"
"4","1","5",840,"OO","SFO","EUG",451,"N"
"2","3","4",1331,"EV","PIT","CVG",256,"Y"
"1","30","7",1405,"WN","CMH","BWI",336,"N"
"7","21","5",1554,"CO","BWI","IAH",1235,"N"
"9","20","2",704,"UA","SMF","IAD",2358,"N"
"2","5","7",1825,"NW","LAX","MKE",1756,"Y"
"7","15","6",1547,"WN","BWI","ALB",288,"N"
"7","26","2",1808,"DL","ATL","PIT",526,"N"
"4","14","5",705,"WN","OAK","MDW",1844,"Y"
"9","7","3",1202,"UA","LAX","SFO",337,"N"
"9","14","3",1920,"UA","DEN","STL",770,"N"
"7","5","3",1003,"DL","ORF","ATL",516,"N"
"1","31","2",1556,"DL","DCA","ATL",547,"N"
"9","25","7",1241,"OO","SFO","SBP",191,"N"
"2","25","6",1137,"FL","BUF","MCO",1011,"N"
"12","15","5",1652,"HA","LAS","HNL",2762,"Y"
"6","14","2",1826,"XE","OKC","IAH",395,"N"
"9","15","5",1238,"OO","CPR","DEN",230,"N"
"1","10","2",1901,"F9","DEN","IND",977,"N"
"6","16","4",1205,"UA","SFO","MCO",2445,"N"
"2","13","1",1430,"WN","ALB","LAS",2237,"N"
"4","25","1",1330,"XE","ORD","CLE",316,"N"
"6","24","5",1235,"HP","SAN","PHX",304,"N"
"6","25","7",1459,"B6","JFK","PBI",1028,"N"
"3","1","3",1656,"US","TPA","PHX",1788,"N"
"12","18","7",1721,"DL","ORD","CVG",264,"N"
"4","21","5",1113,"US","PDX","PHX",1009,"N"
"7","20","4",1419,"WN","LAS","ONT",197,"N"
"5","30","2",734,"CO","IAH","FLL",965,"N"
"5","19","4",1537,"UA","ORD","SAT",1041,"Y"
"7","16","7",1019,"UA","DEN","ORD",888,"N"
"1","26","4",1545,"CO","CLE","LGA",418,"Y"
"4","7","5",653,"DL","SJU","JFK",1597,"N"
"12","18","7",1622,"OO","ABQ","SLC",493,"N"
"3","15","3",616,"DL","JAX","ATL",270,"N"
"9","16","6",933,"WN","SJC","MDW",1838,"N"
"12","4","7",1059,"US","MCI","DCA",950,"N"
"3","23","4",1425,"EV","CVG","OMA",614,"N"
"5","5","5",605,"OO","SLC","CDC",221,"N"
"9","4","7",936,"MQ","ORD","BMI",116,"N"
"3","30","3",1256,"DL","SFO","SLC",599,"N"
"10","30","7",1012,"UA","BOS","ORD",867,"N"
"6","8","4",12,"DL","LAS","ATL",1747,"Y"
"2","15","3",1926,"DL","ATL","ORD",606,"N"
"8","19","5",827,"US","LAX","CLT",2125,"N"
"7","3","7",718,"OO","RDD","SFO",199,"N"
"12","18","1",1204,"AA","SJU","DFW",2165,"N"
"3","26","7",1552,"XE","DSM","IAH",802,"N"
"7","4","1",2105,"F9","DEN","SMF",910,"N"
"3","23","3",846,"US","PIT","DEN",1290,"N"
"1","11","2",2201,"US","CLT","IAD",321,"N"
"8","17","3",1134,"DL","MCO","ATL",403,"Y"
"10","10","2",958,"DL","SLC","DTW",1481,"N"
"8","7","1",1002,"AA","DFW","HNL",3784,"N"
"7","26","2",910,"EV","ATL","ROA",357,"Y"
"12","6","2",1319,"OO","LAX","COS",833,"Y"
"6","23","5",1706,"UA","SFO","SEA",679,"N"
"10","15","7",657,"OO","SLC","SUN",223,"N"
"3","5","7",1350,"OO","SFO","EUG",451,"Y"
"1","25","3",1445,"WN","MHT","BWI",377,"N"
"9","7","4",1630,"OH","STL","CVG",307,"N"
"9","26","2",1053,"WN","BWI","ORF",159,"N"
"5","14","6",1318,"XE","ICT","IAH",542,"N"
"4","18","2",1225,"WN","MCI","BWI",967,"N"
"3","22","2",1755,"CO","EWR","FLL",1065,"N"
"7","23","6",900,"AA","EWR","SJU",1608,"N"
"9","16","6",1814,"FL","MCO","ATL",403,"N"
"8","18","5",558,"UA","ROC","ORD",528,"N"
"5","2","1",600,"WN","LAX","OAK",337,"N"
"8","1","2",1613,"OH","CVG","DAY",64,"N"
"2","22","2",1730,"EV","TYS","ATL",152,"Y"
"5","21","6",758,"UA","PHL","ORD",678,"N"
"7","10","1",1209,"AA","SNA","DFW",1205,"N"
"3","12","7",1225,"UA","MSP","ORD",334,"N"
"12","15","4",1648,"OO","SLC","GJT",217,"N"
"11","12","7",1813,"UA","DEN","PHL",1557,"Y"
"12","5","2",1216,"NW","DTW","MCI",629,"N"
"2","26","7",2244,"NW","DTW","MSP",528,"Y"
"4","30","7",1940,"OO","DEN","RFD",829,"Y"
"7","24","1",636,"XE","ABE","CLE",339,"N"
"9","23","5",929,"FL","ATL","SRQ",445,"N"
"10","25","3",1258,"B6","MCO","JFK",944,"Y"
"7","29","5",1545,"OH","CVG","ROC",461,"N"
"3","15","3",1920,"US","PHX","DFW",868,"N"
"11","2","4",1742,"CO","IAD","IAH",1190,"N"
"2","4","5",1609,"US","PHL","IND",587,"N"
"3","11","5",1418,"AA","ORD","BOS",867,"N"
"11","7","1",1350,"WN","RNO","PHX",601,"N"
"6","6","2",2017,"MQ","BOS","CMH",640,"N"
"8","30","3",658,"WN","BUF","BWI",281,"N"
"6","7","3",1025,"YV","MYR","IAD",372,"N"
"4","21","4",1237,"AA","DFW","LGB",1220,"N"
"7","23","6",909,"AA","DFW","IAH",224,"N"
"9","3","6",900,"CO","CLE","PHX",1737,"N"
"11","30","4",1426,"DL","ATL","IAD",533,"Y"
"8","26","5",1046,"AA","SAN","DFW",1171,"N"
"6","12","7",626,"XE","MOB","IAH",427,"N"
"1","29","6",1400,"WN","BWI","ABQ",1670,"N"
"12","19","1",1718,"AA","LAX","STL",1593,"N"
"8","8","2",1252,"WN","CLE","MDW",307,"N"
"4","11","2",1455,"OH","AZO","CVG",225,"N"
"4","24","7",743,"DH","TPA","IAD",810,"N"
"12","28","4",1529,"AA","MCO","MIA",193,"N"
"3","27","7",2100,"WN","MDW","IND",162,"Y"
"6","24","6",752,"MQ","CMH","ORD",296,"N"
"6","1","3",753,"MQ","DFW","TUL",237,"N"
"12","3","7",1928,"WN","STL","CLE",487,"N"
"8","17","3",1807,"US","MCO","DCA",759,"N"
"6","17","5",1657,"FL","MKE","ATL",669,"N"
"3","3","5",2119,"AA","SFO","LAX",337,"N"
"1","16","7",747,"DL","MSY","ATL",425,"N"
"2","26","6",1815,"UA","BOS","LAX",2611,"N"
"8","6","7",1104,"F9","BOI","DEN",649,"N"
"4","25","1",1205,"WN","SLC","OAK",588,"N"
"2","10","4",1700,"OH","CLT","CVG",335,"Y"
"7","9","6",2113,"DL","LGA","FLL",1076,"N"
"3","15","2",1540,"NW","MIA","MEM",860,"N"
"1","2","1",905,"XE","EWR","CHS",628,"N"
"6","6","2",1630,"MQ","DFW","PNS",604,"N"
"9","1","5",755,"WN","ELP","SAT",496,"N"
"12","12","1",1031,"XE","IAH","DAL",217,"N"
"8","2","2",910,"WN","BWI","STL",737,"Y"
"8","4","5",1448,"OO","LAX","MRY",267,"N"
"4","25","2",1843,"US","SAN","LAS",258,"N"
"11","8","3",604,"XE","RIC","IAH",1157,"N"
"9","1","5",1130,"DL","SLC","ATL",1589,"N"
"8","29","2",756,"NW","DFW","MSP",852,"N"
"1","8","6",2020,"US","PHL","TPA",920,"Y"
"4","1","6",850,"NW","GTF","MSP",887,"N"
"10","30","7",946,"AA","DFW","RNO",1345,"N"
"6","17","6",2330,"WN","LAX","LAS",236,"Y"
"8","10","4",1656,"WN","LAS","TPA",1984,"Y"
"2","15","3",1921,"UA","ORD","DAY",240,"Y"
"11","15","2",800,"WN","MDW","LAS",1521,"N"
"11","9","4",828,"DL","PIT","ATL",526,"N"
"7","25","2",620,"MQ","SGF","ORD",438,"N"
"1","16","1",1549,"EV","CAE","ATL",191,"N"
"11","9","3",1120,"WN","PHL","BDL",196,"N"
"8","8","2",1231,"WN","BNA","BWI",588,"N"
"8","26","6",631,"OO","COS","DEN",72,"N"
"5","25","3",920,"WN","MCO","PHL",861,"N"
"2","3","5",2034,"MQ","ORD","DSM",299,"N"
"1","11","3",1320,"XE","IAH","LFT",201,"N"
"9","3","6",1830,"EV","SAN","SLC",626,"N"
"1","13","4",700,"EV","AGS","ATL",143,"N"
"1","6","5",1943,"DL","BUF","ATL",712,"N"
"2","25","6",1635,"XE","DAL","IAH",217,"Y"
"8","22","1",702,"AA","RDU","DFW",1062,"N"
"2","8","2",1412,"NW","LAX","MSP",1536,"N"
"11","9","4",750,"WN","MCO","PVD",1073,"N"
"11","1","2",958,"MQ","IND","ORD",177,"N"
"10","6","5",1331,"US","PHX","LAX",370,"N"
"10","2","7",1359,"MQ","LAW","DFW",140,"N"
"5","2","2",1346,"EV","SLC","IAH",1195,"Y"
"9","8","5",1010,"WN","PHX","OMA",1037,"N"
"9","12","1",1825,"OO","ACV","SMF",207,"N"
"7","28","4",1425,"WN","BNA","MCI",491,"N"
"7","29","5",904,"AS","SNA","PDX",859,"Y"
"7","16","6",1451,"US","TPA","PIT",873,"N"
"5","16","1",558,"FL","IND","ATL",432,"N"
"1","13","4",1850,"FL","MKE","ATL",669,"Y"
"7","29","5",707,"OO","AUS","ORD",978,"Y"
"6","4","7",1030,"NW","ATL","DTW",594,"N"
"10","25","2",810,"EV","SLC","AUS",1085,"N"
"9","28","4",851,"NW","PDX","DTW",1953,"N"
"4","2","7",1322,"MQ","ORD","TYS",475,"N"
"10","25","2",1749,"AA","DCA","ORD",612,"N"
"12","6","3",1430,"FL","DAY","BWI",406,"N"
"11","24","5",1417,"OO","BNA","DEN",1013,"N"
"7","28","5",1155,"NW","OKC","MEM",432,"N"
"9","2","5",950,"US","DFW","PHL",1302,"N"
"7","16","6",725,"WN","SMF","LAX",373,"N"
"4","28","4",1117,"AS","DEN","SEA",1024,"N"
"9","14","4",1652,"CO","LAX","IAH",1379,"N"
"3","18","6",755,"OO","PSP","LAX",110,"N"
"3","11","5",932,"WN","CLE","BWI",314,"N"
"7","20","4",900,"XE","BHM","EWR",850,"Y"
"4","5","2",751,"AA","SNA","DFW",1205,"N"
"2","16","3",1039,"MQ","EWR","RDU",416,"N"
"3","5","6",957,"DL","SLC","MSY",1428,"N"
"2","20","7",2219,"NW","MSY","MSP",1040,"Y"
"12","24","6",958,"AA","JFK","MIA",1090,"N"
"1","8","7",642,"UA","MIA","ORD",1197,"Y"
"1","7","5",643,"AA","DFW","PHL",1302,"N"
"5","21","7",1418,"F9","AUS","DEN",775,"N"
"11","6","1",1506,"XE","CVG","EWR",569,"N"
"1","28","5",1505,"WN","BWI","MHT",377,"N"
"7","9","7",630,"EV","CLE","ATL",554,"N"
"2","7","1",950,"US","FLL","PHL",992,"N"
"9","10","7",925,"NW","MEM","VPS",369,"N"
"4","14","5",1129,"US","FLL","PIT",994,"N"
"12","30","5",1948,"MQ","LAX","SJC",308,"N"
"8","21","1",630,"EV","CID","ATL",694,"N"
"9","8","5",755,"EV","BZN","SLC",347,"N"
"9","30","5",1729,"OH","JFK","STL",892,"N"
"4","14","5",1437,"YV","RDU","ORD",647,"Y"
"10","17","2",1935,"OH","CVG","HPN",597,"N"
"9","9","6",1233,"OO","BZN","ORD",1186,"N"
"7","1","5",744,"XE","IAH","CMH",986,"N"
"6","11","6",1858,"CO","IAH","TPA",787,"Y"
"11","9","3",1434,"OO","RDM","PDX",116,"N"
"7","15","5",1955,"NW","DTW","CMH",155,"Y"
"10","7","6",1922,"B6","CMH","JFK",483,"N"
"5","15","1",2107,"NW","DTW","ORF",529,"N"
"12","22","4",1512,"WN","BDL","LAS",2298,"Y"
"4","5","2",802,"OO","PSP","LAX",110,"N"
"1","28","6",616,"OH","CRW","CVG",173,"N"
"12","10","7",1213,"UA","DEN","DTW",1123,"N"
"5","15","7",1148,"XE","EWR","GSO",446,"N"
"3","20","1",1458,"XE","MDT","CLE",280,"Y"
"1","21","6",1223,"MQ","ATL","LGA",761,"Y"
"7","10","1",1027,"YV","MYR","IAD",372,"N"
"7","24","7",710,"WN","TPA","MDW",997,"N"
"3","6","1",1839,"DL","JFK","LAX",2475,"N"
"1","15","6",1620,"CO","SJU","IAH",2007,"N"
"12","7","4",1907,"WN","HOU","DAL",239,"N"
"5","27","5",1425,"UA","LAS","ORD",1515,"N"
"8","28","7",2121,"OH","GSP","MCO",449,"Y"
"10","19","3",1329,"MQ","DFW","JAN",408,"N"
"11","17","4",2238,"AA","LAX","FLL",2342,"N"
"2","26","7",2151,"MQ","JFK","RDU",426,"Y"
"2","1","3",650,"XE","LFT","IAH",201,"N"
"9","14","4",957,"HA","SEA","OGG",2640,"N"
"11","16","3",640,"WN","MDW","CLE",307,"N"
"1","14","6",1101,"XE","AEX","IAH",190,"N"
"1","14","6",1815,"OH","CVG","HSV",325,"Y"
"11","1","2",1303,"NW","ATL","MEM",332,"N"
"8","21","7",1513,"NW","MSP","IND",503,"N"
"9","20","3",1005,"AA","DCA","DFW",1192,"N"
"8","30","3",749,"US","PHL","ORD",678,"N"
"12","3","7",1658,"AA","DFW","IND",762,"N"
"11","30","3",1355,"OH","CVG","CAE",404,"N"
"12","14","3",1110,"WN","MCO","RDU",534,"N"
"12","17","6",2246,"UA","DEN","OKC",495,"Y"
"10","17","2",1633,"XE","CLE","BNA",448,"N"
"1","4","3",1650,"XE","BUF","EWR",282,"N"
"5","14","7",1618,"MQ","LAX","SBA",89,"N"
"5","3","2",1240,"OH","LEX","CVG",70,"N"
"12","17","6",1135,"NW","LGA","MSP",1020,"N"
"5","17","3",1503,"HA","OGG","HNL",100,"N"
"1","12","3",1740,"MQ","MSP","DFW",852,"N"
"9","12","1",1227,"OO","EKO","SLC",200,"N"
"5","1","7",1357,"US","CLT","PIT",366,"N"
"3","7","2",1730,"YV","IAH","CLT",913,"Y"
"7","28","4",1305,"CO","IAH","OGG",3826,"Y"
"1","3","2",1730,"DL","ATL","CLT",227,"Y"
"4","10","7",1926,"NW","DTW","MSY",926,"N"
"4","19","3",1159,"F9","DEN","PHX",602,"N"
"4","19","2",1011,"UA","ORD","SAT",1041,"N"
"4","21","5",1106,"DL","PDX","CVG",1975,"N"
"9","3","6",816,"US","PHL","SFO",2521,"N"
"3","3","5",710,"DL","BOI","ATL",1838,"N"
"8","4","5",1958,"CO","RSW","EWR",1068,"N"
"8","16","3",1745,"YV","CLT","MYR",156,"Y"
"5","28","6",940,"OH","BWI","CVG",430,"N"
"7","29","5",950,"OH","CVG","BTV",702,"N"
"2","24","5",750,"WN","BUR","OAK",325,"N"
"8","1","1",1738,"DL","DTW","SLC",1481,"N"
"11","8","2",1828,"UA","SFO","DFW",1464,"N"
"4","22","6",914,"DL","ATL","CMH",446,"N"
"7","27","4",812,"CO","ATL","EWR",745,"N"
"5","31","2",705,"WN","MSY","HOU",303,"N"
"1","7","6",1158,"XE","ELP","IAH",667,"N"
"10","27","5",1929,"WN","JAN","HOU",359,"Y"
"11","3","4",702,"OO","PWM","ORD",900,"N"
"10","1","6",2109,"DL","ATL","BNA",214,"N"
"7","24","7",1951,"MQ","DFW","LBB",282,"N"
"12","26","1",1510,"WN","HOU","MDW",937,"Y"
"8","5","6",1544,"FL","ATL","HOU",696,"N"
"5","2","1",2257,"EV","CVG","MDT",429,"N"
"9","15","5",1126,"DL","LAX","ATL",1946,"Y"
"9","27","3",530,"US","SEA","PHX",1107,"N"
"1","30","1",1730,"WN","SJC","SAN",417,"N"
"4","15","6",808,"AA","TUS","DFW",813,"N"
"12","23","6",1209,"DL","MSP","ATL",906,"N"
"4","27","4",730,"DL","ATL","TPA",406,"N"
"12","15","4",1216,"DL","DFW","ATL",732,"Y"
"8","23","2",1604,"TZ","LGA","MDW",725,"N"
"12","10","7",1939,"DL","FLL","LGA",1076,"N"
"6","7","2",1442,"F9","SAN","DEN",853,"N"
"11","30","3",818,"MQ","ORD","LIT",552,"N"
"7","25","1",845,"OH","CVG","TYS",226,"N"
"2","13","7",1808,"XE","PNS","IAH",489,"N"
"11","5","7",1506,"DL","SAV","ATL",215,"N"
"2","4","5",2037,"DL","ATL","PNS",272,"N"
"12","15","4",1110,"WN","BUR","OAK",325,"N"
"5","21","6",1712,"HP","PDX","PHX",1009,"N"
"12","1","5",800,"FL","TPA","ATL",406,"N"
"11","22","3",1723,"OO","SJC","SLC",585,"N"
"1","5","4",1218,"US","MCO","PHL",861,"N"
"11","4","6",957,"DL","ATL","FLL",581,"Y"
"6","2","5",1625,"WN","SMF","LAX",373,"N"
"4","13","4",1423,"AA","LAX","DFW",1235,"N"
"6","22","3",1335,"OH","BWI","CVG",430,"N"
"4","26","3",724,"US","PHL","TPA",920,"N"
"10","18","3",629,"WN","OAK","LAX",337,"N"
"8","5","5",2103,"UA","DEN","ONT",819,"N"
"9","22","4",1107,"XE","CLE","LGA",418,"N"
"6","13","1",717,"DL","GSP","ATL",153,"N"
"5","14","7",1051,"AA","ABQ","DFW",569,"N"
"6","28","2",1631,"MQ","DFW","MAF",309,"Y"
"3","6","7",859,"XE","IAH","BNA",657,"N"
"5","28","6",1101,"HP","ATL","PHX",1587,"N"
"6","29","4",1247,"AA","DFW","AUS",190,"N"
"8","26","5",1541,"UA","DEN","LAX",862,"N"
"5","22","1",1435,"WN","SLC","RNO",422,"N"
"7","14","4",1700,"OO","JAC","SLC",205,"Y"
"1","21","5",1623,"NW","JAN","MEM",189,"N"
"5","7","7",1347,"DL","ORD","SLC",1249,"N"
"6","7","2",2021,"UA","ORD","SFO",1846,"N"
"7","16","7",1303,"AA","DFW","OAK",1456,"Y"
"4","3","7",2218,"NW","DTW","LAN",74,"N"
"11","4","6",2129,"NW","MSP","PDX",1426,"N"
"8","9","3",1838,"MQ","EVV","ORD",273,"N"
"1","16","7",1630,"WN","AUS","PHX",872,"N"
"6","16","5",1445,"YV","PHX","GJT",438,"N"
"5","16","2",1905,"NW","MSP","ORD",334,"N"
"6","20","1",1215,"UA","IAD","TPA",810,"N"
"9","8","4",827,"DH","IAD","SYR",296,"N"
"10","26","3",1942,"CO","TPA","IAH",787,"Y"
"10","30","7",1600,"OO","BHM","ORD",584,"N"
"7","16","7",620,"AS","FAI","SEA",1533,"N"
"2","16","3",2109,"NW","DTW","MIA",1145,"N"
"2","7","1",848,"OO","MEM","DEN",872,"N"
"12","12","1",1204,"MQ","ORD","SGF",438,"N"
"1","15","7",808,"OO","PDX","MFR",222,"Y"
"6","6","1",1938,"NW","DTW","LAS",1750,"N"
"3","14","2",842,"AA","ORD","PHX",1440,"N"
"4","17","1",932,"UA","PHL","ORD",678,"N"
"5","9","2",2055,"WN","SLC","PHX",507,"N"
"4","7","4",1353,"NW","BIL","MSP",748,"N"
"4","21","4",1144,"UA","DEN","SMF",910,"N"
"12","26","2",1817,"DL","ATL","PVD",903,"N"
"7","6","3",1821,"US","PHL","DCA",119,"N"
"6","26","7",1903,"WN","DAL","HOU",239,"Y"
"5","17","3",1205,"YV","ORD","FSD",462,"N"
"10","12","3",1431,"NW","BWI","MSP",936,"N"
"2","17","5",947,"AA","SFO","DFW",1464,"N"
"3","19","6",1032,"MQ","RDU","STL",667,"N"
"8","2","3",1644,"XE","CLE","GRR",214,"N"
"9","12","1",1951,"AS","SFO","SEA",679,"N"
"9","10","7",1824,"WN","BWI","MCO",787,"N"
"12","11","1",1140,"MQ","HOU","DFW",247,"N"
"2","15","3",623,"UA","DFW","DEN",641,"N"
"9","1","4",955,"OH","LGA","GSO",461,"N"
"12","27","3",1602,"WN","RDU","BNA",443,"Y"
"6","22","4",1135,"MQ","ABI","DFW",158,"N"
"2","2","4",2041,"FL","BWI","ROC",277,"N"
"5","25","3",1710,"WN","SLC","STL",1156,"Y"
"4","4","2",1641,"EV","BTR","ATL",449,"Y"
"11","29","3",2044,"EV","ATL","PFN",247,"N"
"5","16","2",920,"WN","LAS","ONT",197,"N"
